artist_name,token,sentiment,sentiment_weight,symbol,token_count,index_artist_token
Accept,paradise,,0.0,,3,979
Accept,pass,,0.0,,4,736
Accept,passing,,0.0,,4,737
Accept,passion,,0.0,,3,980
Accept,path,,0.0,,4,738
Accept,pay,-1,-6.0,,6,450
Accept,pay,-1,-1.0,,6,451
Accept,pay,-1,-2.0,,4,739
Accept,pay,-1,-3.0,,3,981
Accept,people,,0.0,people,16,106
Accept,pesticide,,0.0,,3,982
Accept,phone,,0.0,,4,740
Accept,pick,,0.0,,12,178
Accept,picture,,0.0,,7,371
Accept,pierces,,0.0,,3,983
Accept,pit,,0.0,,4,741
Accept,place,,0.0,,19,72
Accept,plain,,0.0,,4,742
Accept,plan,,0.0,,4,743
Accept,planet,,0.0,,3,984
Accept,plant,,0.0,,4,744
Accept,platinum,,0.0,,4,745
Accept,playing,,0.0,,4,746
Accept,pleasing,,0.0,,4,747
Accept,pleasure,,0.0,,7,372
Accept,plight,,0.0,,3,985
Accept,point,,0.0,,12,179
Accept,poison,-2,-6.0,,3,986
Accept,poor,-2,-6.0,,3,987
Accept,poor,-2,-2.0,,3,988
Accept,population,,0.0,,3,989
Accept,poverty,-1,-3.0,,3,990
Accept,power,,0.0,authority/power,23,43
Accept,pray,1,3.0,,3,991
Accept,prayer,,0.0,,4,748
Accept,praying,1,2.0,,4,749
Accept,preach,,0.0,,4,750
Accept,preacher,,0.0,,10,239
Accept,predator,,0.0,,9,278
Accept,prejudice,,0.0,,10,240
Accept,prepared,,0.0,,4,751
Accept,presence,,0.0,,6,452
Accept,pressure,-1,-2.0,,4,752
Accept,prey,,0.0,,4,753
Accept,price,,0.0,,13,159
Accept,pride,,0.0,,4,754
Accept,primitive,,0.0,,8,329
Accept,prison,,0.0,,4,755
Accept,problem,-2,-10.0,,5,554
Accept,protectors,,0.0,,19,73
Accept,pull,,0.0,,9,279
Accept,pulverize,,0.0,,4,756
Accept,punishment,,0.0,,3,992
Accept,push,,0.0,,5,555
Accept,quaking,,0.0,,3,993
Accept,quartered,,0.0,,8,330
Accept,question,,0.0,,3,994
Accept,quick,,0.0,,4,757
Accept,race,,0.0,,22,51
Accept,rage,,0.0,destruction,8,331
Accept,raging,,0.0,,6,453
Accept,rain,,0.0,,12,180
Accept,raise,,0.0,,3,995
Accept,raising,,0.0,,3,996
Accept,rats,,0.0,,4,758
Accept,razor-sharp,,0.0,,4,759
Accept,reach,1,2.0,,4,760
Accept,read,,0.0,,6,454
Accept,ready,,0.0,,15,132
Accept,real,,0.0,,9,280
Accept,reality,,0.0,,7,373
Accept,realize,,0.0,,8,332
Accept,reap,,0.0,,3,997
Accept,reaper,,0.0,,3,998
Accept,reason,,0.0,,4,761
Accept,rebel,,0.0,,16,107
Accept,records,,0.0,,4,762
Accept,red,,0.0,,13,160
Accept,redeem,,0.0,,3,999
Accept,reflecting,,0.0,,3,1000
Accept,regrets,,0.0,,9,281
Accept,release,,0.0,,3,1001
Accept,religion,,0.0,,16,108
Accept,remains,,0.0,,10,241
Accept,remember,,0.0,,11,213
Accept,resist,,0.0,,3,1002
Accept,rest,,0.0,,10,242
Accept,restless,-2,-64.0,,32,22
Accept,return,,0.0,,5,556
Accept,revolution,,0.0,,16,109
Accept,rich,2,14.0,,7,374
Accept,rich,2,6.0,,6,455
Accept,ride,,0.0,,16,110
Accept,riding,,0.0,,3,1003
Accept,rights,,0.0,,4,763
Accept,ring,,0.0,,6,456
Accept,rings,,0.0,,3,1004
Accept,rip,,0.0,,8,333
Accept,ripcord,,0.0,,5,557
Accept,rise,,0.0,,10,243
Accept,rising,,0.0,,7,375
Accept,river,,0.0,,6,457
Accept,rivers,,0.0,,3,1005
Accept,road,,0.0,,3,1006
Accept,roar,,0.0,,6,458
Accept,robotic,,0.0,,3,1007
Accept,rock,,0.0,,40,11
Accept,rocking,,0.0,,7,376
Accept,roll,,0.0,,39,14
Accept,roller,,0.0,,6,459
Accept,rolling,,0.0,,17,88
Accept,rolls,,0.0,,3,1008
Accept,romance,,0.0,love/tender,5,558
Accept,room,,0.0,,14,144
Accept,rotting,,0.0,,5,559
Accept,round,,0.0,,11,214
Accept,ruins,,0.0,,4,764
Accept,rule,,0.0,,9,282
Accept,ruled,,0.0,,4,765
Accept,rules,,0.0,,3,1009
Accept,running,,0.0,,19,74
Accept,runs,,0.0,,5,560
Accept,sadly,-2,-8.0,,4,766
Accept,sail,,0.0,,4,767
Accept,sake,,0.0,,4,768
Accept,save,2,6.0,,6,460
Accept,school,,0.0,,3,1010
Accept,scream,,0.0,,9,283
Accept,screaming,,0.0,,8,334
Accept,screams,,0.0,,6,461
Accept,sea,,0.0,,4,769
Accept,searching,,0.0,,9,284
Accept,second,,0.0,,15,133
Accept,secret,,0.0,,3,1011
Accept,seed,,0.0,,4,770
Accept,seeds,,0.0,,4,771
Accept,self-inflicted,,0.0,,5,561
Accept,sensation,,0.0,,3,1012
Accept,sense,,0.0,,6,462
Accept,sensible,,0.0,,3,1013
Accept,sentenced,-2,-4.0,,4,772
Accept,serve,,0.0,,3,1014
Accept,served,,0.0,,3,1015
Accept,set,,0.0,,17,89
Accept,setting,,0.0,,5,562
Accept,shades,,0.0,,22,52
Accept,shadow,,0.0,,14,145
Accept,shadows,,0.0,,14,146
Accept,shaking,,0.0,,10,244
Accept,shalt,,0.0,,4,773
Accept,shame,-2,-8.0,,4,774
Accept,shameless,,0.0,,3,1016
Accept,shark,,0.0,,5,563
Accept,sheep,,0.0,,3,1017
Accept,shelter,,0.0,,23,44
Accept,shine,,0.0,,4,775
Accept,shining,,0.0,,5,564
Accept,shit,-4,-8.0,bad words,6,463
Accept,shot,,0.0,crime,6,464
Accept,shots,,0.0,,3,1018
Accept,shoulda,,0.0,,13,161
Accept,shoulders,,0.0,,6,465
Accept,shout,,0.0,,5,565
Accept,shove,,0.0,,5,566
Accept,shred,,0.0,,3,1019
Accept,sick,-2,-26.0,,13,162
Accept,side,,0.0,,17,90
Accept,sight,,0.0,,3,1020
Accept,sign,,0.0,,3,1021
Accept,signs,,0.0,,4,776
Accept,silence,,0.0,,11,215
Accept,sin,,0.0,,16,111
Accept,sing,,0.0,,3,1022
Accept,sinking,,0.0,,3,1023
Accept,sirens,,0.0,,3,1024
Accept,sit,,0.0,,6,466
Accept,skin,,0.0,,10,245
Accept,sky,,0.0,nature,16,112
Accept,slave,,0.0,,6,467
Accept,slaves,,0.0,,16,113
Accept,slime,,0.0,,5,567
Accept,slowly,,0.0,,3,1025
Accept,small,,0.0,,5,568
Accept,smash,,0.0,,3,1026
Accept,snow,,0.0,,6,468
Accept,social,,0.0,,4,777
Accept,sodom,,0.0,,11,216
Accept,soldier,,0.0,war/weapons,10,246
Accept,son,,0.0,,6,469
Accept,song,,0.0,,4,778
Accept,sorrounds,,0.0,,3,1027
Accept,sos,,0.0,,6,470
Accept,soul,,0.0,sentiment,24,39
Accept,souls,,0.0,,16,114
Accept,sound,,0.0,,22,53
Accept,sounds,,0.0,,5,569
Accept,sow,,0.0,,3,1028
Accept,space,,0.0,,7,377
Accept,spark,1,2.0,,6,471
Accept,spawned,,0.0,,4,779
Accept,speed,,0.0,,6,472
Accept,speedway,,0.0,,3,1029
Accept,spell,,0.0,,4,780
Accept,spend,,0.0,,5,570
Accept,spheres,,0.0,,4,781
Accept,spin,,0.0,,8,335
Accept,spinning,,0.0,,3,1030
Accept,spit,,0.0,,7,378
Accept,spite,,0.0,,3,1031
Accept,splits,,0.0,,3,1032
Accept,spotlight,,0.0,,4,782
Accept,spreading,,0.0,,3,1033
Accept,spurting,,0.0,,15,134
Accept,stage,,0.0,,9,285
Accept,stake,,0.0,,3,1034
Accept,stalingrad,,0.0,,7,379
Accept,stampede,-2,-24.0,,12,181
Accept,stand,,0.0,,32,23
Accept,standing,,0.0,,10,247
Accept,star,,0.0,,14,147
Accept,staring,,0.0,,5,571
Accept,starlight,,0.0,,9,286
Accept,start,,0.0,,21,59
Accept,started,,0.0,,4,783
Accept,starts,,0.0,,3,1035
Accept,starving,-2,-12.0,,6,473
Accept,stay,,0.0,,13,163
Accept,steal,-2,-12.0,,6,474
Accept,steal,-2,-4.0,,4,784
Accept,steal,-2,-6.0,,3,1036
Accept,stealing,,0.0,,10,248
Accept,steel,,0.0,,6,475
Accept,step,,0.0,,8,336
Accept,steps,,0.0,,3,1037
Accept,stick,,0.0,,6,476
Accept,stone,,0.0,,21,60
Accept,stood,,0.0,,3,1038
Accept,storm,,0.0,,4,785
Accept,story,,0.0,,7,380
Accept,stove,,0.0,,4,786
Accept,straight,1,2.0,,4,787
Accept,straight,1,3.0,,3,1039
Accept,streaks,,0.0,,4,788
Accept,street,,0.0,,30,28
Accept,strike,-2,-4.0,,4,789
Accept,strike,-1,-2.0,,4,790
Accept,string,,0.0,,4,791
Accept,strong,2,6.0,,12,182
Accept,stubborn,,0.0,,3,1040
Accept,stuck,,0.0,,3,1041
Accept,suicide,-2,-4.0,death,4,792
Accept,sun,,0.0,nature,11,217
Accept,surprise,,0.0,,3,1042
Accept,surrender,,0.0,,6,477
Accept,survival,,0.0,,5,572
Accept,survive,,0.0,,16,115
Accept,sweet,2,4.0,,4,793
Accept,switch,,0.0,,4,794
Accept,sword,,0.0,,17,91
Accept,symphony,,0.0,,6,478
Accept,tainted,,0.0,,3,1043
Accept,takes,,0.0,,4,795
Accept,talk,,0.0,,12,183
Accept,tall,,0.0,,6,479
Accept,taste,,0.0,,11,218
Accept,taught,,0.0,,4,796
Accept,teach,,0.0,,6,480
Accept,teacher,,0.0,,6,481
Accept,tear,,0.0,suffering,23,45
Accept,tearing,,0.0,,5,573
Accept,tells,,0.0,,5,574
Accept,temptation,,0.0,,4,797
Accept,ten,,0.0,,5,575
Accept,terror,-3,-54.0,suffering,18,77
Accept,terror,-3,-6.0,suffering,6,482
Accept,terror,-3,-15.0,suffering,5,576
Accept,teutonic,,0.0,,5,577
Accept,themon,,0.0,,16,116
Accept,thinking,,0.0,,8,337
Accept,thought,,0.0,,16,117
Accept,thousands,,0.0,,5,578
Accept,thrill,,0.0,,4,798
Accept,throw,,0.0,,4,799
Accept,thunder,,0.0,,15,135
Accept,ticket,,0.0,,4,800
Accept,tide,,0.0,,4,801
Accept,tight,,0.0,,4,802
Accept,tighten,,0.0,,3,1044
Accept,till,,0.0,,8,338
Accept,today,,0.0,time references,12,184
Accept,told,,0.0,,12,185
Accept,tomorrow,,0.0,time references,6,483
Accept,tonight,,0.0,,32,24
Accept,tonite,,0.0,,20,64
Accept,touch,,0.0,,3,1045
Accept,tough,,0.0,,3,1046
Accept,town,,0.0,city,4,803
Accept,trace,,0.0,,6,484
Accept,track,,0.0,,7,381
Accept,trail,,0.0,,10,249
Accept,train,,0.0,,6,485
Accept,trapped,,0.0,,7,382
Accept,travelling,,0.0,,3,1047
Accept,treating,,0.0,,7,383
Accept,tree,,0.0,,4,804
Accept,trigger,,0.0,,5,579
Accept,true,2,2.0,,3,1048
Accept,true,2,6.0,,3,1049
Accept,trust,1,3.0,,3,1050
Accept,truth,,0.0,,13,164
Accept,tumbling,,0.0,,3,1051
Accept,turn,,0.0,,41,10
Accept,turned,,0.0,,23,46
Accept,turning,,0.0,,22,54
Accept,tv,,0.0,,20,65
Accept,twenty-five,,0.0,,5,580
Accept,twilight,,0.0,,6,486
Accept,twist,,0.0,,8,339
Accept,ultimate,,0.0,,4,805
Accept,underground,,0.0,,3,1052
Accept,underneath,,0.0,,6,487
Accept,understand,,0.0,,7,384
Accept,undertaker,,0.0,,20,66
Accept,universe,,0.0,nature,3,1053
Accept,unknown,,0.0,,5,581
Accept,unleashed,,0.0,,3,1054
Accept,unring,,0.0,,4,806
Accept,unseen,,0.0,,4,807
Accept,unwind,,0.0,,3,1055
Accept,update,,0.0,,8,340
Accept,urge,,0.0,,3,1056
Accept,veins,,0.0,,5,582
Accept,vengeance,,0.0,,5,583
Accept,venom,,0.0,,3,1057
Accept,victory,,0.0,,4,808
Accept,vida,,0.0,,9,287
Accept,vision,1,2.0,,6,488
Accept,void,,0.0,,3,1058
Accept,vultures,,0.0,,4,809
Accept,w-e-e,,0.0,,3,1059
Accept,wait,,0.0,,12,186
Accept,waiting,,0.0,,5,584
Accept,wake,,0.0,,4,810
Accept,walk,,0.0,,16,118
Accept,walking,,0.0,,10,250
Accept,wall,,0.0,,37,15
Accept,walls,,0.0,,3,1060
Accept,wanting,,0.0,,3,1061
Accept,war,-2,-40.0,war/weapons,20,67
Accept,war,-2,-4.0,war/weapons,12,187
Accept,war,-2,-8.0,war/weapons,4,811
Accept,wasteland,,0.0,,5,585
Accept,watch,,0.0,,9,288
Accept,watching,,0.0,,8,341
Accept,water,,0.0,,7,385
Accept,waves,,0.0,,3,1062
Accept,weapon,,0.0,,4,812
Accept,wear,,0.0,,3,1063
Accept,weight,,0.0,,14,148
Accept,well,,0.0,,8,342
Accept,wheel,,0.0,,9,289
Accept,wheels,,0.0,,9,290
Accept,whip,,0.0,,4,813
Accept,whistling,,0.0,,6,489
Accept,white,,0.0,,13,165
Accept,whore,-4,-12.0,bitch,3,1064
Accept,wild,,0.0,,28,33
Accept,wild-cat-mean,,0.0,,3,1065
Accept,win,4,4.0,,6,490
Accept,win,4,8.0,,6,491
Accept,win,4,16.0,,4,814
Accept,wind,,0.0,,9,291
Accept,winds,,0.0,,3,1066
Accept,wings,,0.0,,4,815
Accept,winning,,0.0,,4,816
Accept,winter,,0.0,time references,17,92
Accept,wire,,0.0,,4,817
Accept,wolf,,0.0,,4,818
Accept,woman,,0.0,people,16,119
Accept,won,3,9.0,,3,1067
Accept,wonder,,0.0,,6,492
Accept,wonderful,4,24.0,,6,493
Accept,word,,0.0,,6,494
Accept,work,,0.0,,7,386
Accept,worst,-3,-9.0,,3,1068
Accept,worth,2,6.0,,3,1069
Accept,worthless,,0.0,,3,1070
Accept,wounded,,0.0,,3,1071
Accept,wounds,,0.0,,3,1072
Accept,wreck,,0.0,,3,1073
Accept,wretched,,0.0,,3,1074
Accept,write,,0.0,,4,819
Accept,writing,,0.0,,23,47
Accept,wrong,-2,-4.0,,4,820
Accept,wrong,-2,-6.0,,3,1075
Accept,yachts,,0.0,,3,1076
Accept,year,,0.0,time references,18,78
Accept,yesterday,,0.0,time references,5,586
Accept,young,,0.0,,12,188
Accept,zone,,0.0,,4,821
Adele,accept,1,3.0,,3,312
Adele,accident,-2,-4.0,,2,426
Adele,ache,-2,-2.0,,1,667
Adele,acting,,0.0,,2,427
Adele,adds,,0.0,,2,428
Adele,adjust,,0.0,,1,668
Adele,adore,,0.0,,2,429
Adele,advance,,0.0,,1,669
Adele,adventurous,,0.0,,1,670
Adele,age,,0.0,,2,430
Adele,ago,,0.0,,3,313
Adele,agree,1,3.0,,3,314
Adele,agrees,1,4.0,,4,227
Adele,ah-yeah-yeah-yeah-yeah-yeah-yeah,,0.0,,3,315
Adele,ahead,,0.0,,8,91
Adele,air,,0.0,,5,186
Adele,answer,,0.0,,1,671
Adele,apart,,0.0,,13,44
Adele,apology,-1,-1.0,,1,672
Adele,appear,,0.0,,2,431
Adele,argue,,0.0,,1,673
Adele,arm,,0.0,part of body,9,80
Adele,ashamed,-2,-4.0,,2,432
Adele,asked,,0.0,,1,674
Adele,avenue,,0.0,,1,675
Adele,baby,2,40.0,love/tender,20,24
Adele,baby,2,6.0,love/tender,12,48
Adele,baby,2,12.0,love/tender,6,138
Adele,baby,2,2.0,love/tender,4,228
Adele,baby,2,4.0,love/tender,4,229
Adele,bad,-3,-6.0,,2,433
Adele,bare,,0.0,,8,92
Adele,battle,-1,-2.0,war/weapons,2,434
Adele,bear,,0.0,,3,316
Adele,beat,,0.0,,6,139
Adele,beating,-1,-1.0,,1,676
Adele,bed,,0.0,,4,230
Adele,beg,,0.0,,2,435
Adele,begged,,0.0,,2,436
Adele,begun,,0.0,,4,231
Adele,belong,,0.0,,3,317
Adele,beneath,,0.0,,2,437
Adele,biding,,0.0,,5,187
Adele,birmingham,,0.0,,3,318
Adele,bitterness,,0.0,,3,319
Adele,bittersweet,,0.0,,1,677
Adele,black,,0.0,,16,33
Adele,blame,-2,-12.0,,6,140
Adele,blame,-2,-2.0,,1,678
Adele,bleed,,0.0,,1,679
Adele,bless,2,6.0,,3,320
Adele,blessings,,0.0,,1,680
Adele,blew,,0.0,,4,232
Adele,blinding,,0.0,,2,438
Adele,blood,,0.0,,5,188
Adele,blowing,,0.0,,2,439
Adele,blue,,0.0,,6,141
Adele,body,,0.0,part of body,5,189
Adele,boils,,0.0,,1,681
Adele,bones,,0.0,part of body,3,321
Adele,border,,0.0,,2,440
Adele,born,,0.0,,1,682
Adele,bound,,0.0,,1,683
Adele,boy,,0.0,people,7,113
Adele,brave,2,2.0,,2,441
Adele,braved,,0.0,,1,684
Adele,braver,,0.0,,2,442
Adele,break,,0.0,,8,93
Adele,breaking,,0.0,,4,233
Adele,breath,,0.0,,3,322
Adele,breathe,,0.0,,6,142
Adele,breathless,,0.0,,2,443
Adele,bricks,,0.0,,2,444
Adele,bridge,,0.0,,11,60
Adele,bring,,0.0,,9,81
Adele,bringing,,0.0,,5,190
Adele,broken,-1,-2.0,,2,445
Adele,broken,-1,-1.0,,1,685
Adele,brought,,0.0,,1,686
Adele,brushing,,0.0,,1,687
Adele,build,,0.0,,3,323
Adele,buried,,0.0,,4,234
Adele,burn,,0.0,fire,5,191
Adele,burning,,0.0,fire,1,688
Adele,burnt,,0.0,,1,689
Adele,burst,,0.0,,3,324
Adele,bursting,,0.0,,2,446
Adele,california,,0.0,cities,2,447
Adele,call,,0.0,,7,114
Adele,called,,0.0,,3,325
Adele,calling,,0.0,,2,448
Adele,calls,,0.0,,1,690
Adele,care,2,4.0,,2,449
Adele,care,2,2.0,,1,691
Adele,cares,2,2.0,,1,692
Adele,carry,,0.0,,1,693
Adele,case,,0.0,,7,115
Adele,catch,,0.0,,2,450
Adele,caught,,0.0,,3,326
Adele,cautious,,0.0,,1,694
Adele,chairs,,0.0,,2,451
Adele,chance,2,8.0,,4,235
Adele,chance,2,4.0,,2,452
Adele,chance,2,2.0,,1,695
Adele,chances,2,2.0,,1,696
Adele,change,,0.0,,7,116
Adele,changed,,0.0,,5,192
Adele,chase,,0.0,,2,453
Adele,chasing,,0.0,,9,82
Adele,child,,0.0,people,4,236
Adele,choose,,0.0,,2,454
Adele,chose,,0.0,,3,327
Adele,circles,,0.0,,1,697
Adele,city,,0.0,city,2,455
Adele,clarity,2,2.0,,1,698
Adele,clean,2,2.0,,1,699
Adele,clear,1,2.0,,2,456
Adele,cleared,1,2.0,,2,457
Adele,clearly,,0.0,,3,328
Adele,climb,,0.0,,1,700
Adele,close,,0.0,,10,70
Adele,closer,,0.0,,7,117
Adele,clothes,,0.0,,2,458
Adele,cloud,,0.0,,3,329
Adele,clue,,0.0,,3,330
Adele,coat,,0.0,,4,237
Adele,cold,,0.0,,16,34
Adele,collide,-1,-1.0,,2,459
Adele,combining,,0.0,,1,701
Adele,coming,,0.0,,2,460
Adele,compares,,0.0,,1,702
Adele,completely,,0.0,,1,703
Adele,concerned,,0.0,,4,238
Adele,conservative,,0.0,,1,704
Adele,consider,,0.0,,1,705
Adele,cool,1,2.0,,2,461
Adele,core,,0.0,,2,462
Adele,count,,0.0,,3,331
Adele,coy,,0.0,,2,463
Adele,cracks,,0.0,,2,464
Adele,crashing,,0.0,,2,465
Adele,crawling,,0.0,,1,706
Adele,crazier,,0.0,,1,707
Adele,crazy,-2,-20.0,insane,10,71
Adele,crazy,-2,-2.0,insane,1,708
Adele,creep,,0.0,,1,709
Adele,cried,-2,-8.0,,8,94
Adele,cried,-2,-4.0,,2,466
Adele,cries,-1,-2.0,,2,467
Adele,cruel,-3,-6.0,,4,239
Adele,cruel,-3,-9.0,,3,332
Adele,cruel,-3,-3.0,,1,710
Adele,crumble,,0.0,,1,711
Adele,crumbles,,0.0,,12,49
Adele,crumbling,,0.0,,6,143
Adele,cry,-1,-7.0,suffering,7,118
Adele,cry,-1,-2.0,suffering,4,240
Adele,cry,-1,-1.0,suffering,1,712
Adele,crystal,,0.0,,2,468
Adele,cut,-1,-2.0,,2,469
Adele,cuts,-1,-4.0,,4,241
Adele,cuts,-1,-2.0,,2,470
Adele,dancing,,0.0,,2,471
Adele,dare,,0.0,,5,193
Adele,dark,,0.0,darkness,12,50
Adele,darkest,-2,-4.0,,2,472
Adele,darkness,,0.0,darkness,3,333
Adele,dawning,,0.0,,3,334
Adele,day,,0.0,day,21,21
Adele,daydreamer,,0.0,,3,335
Adele,daylight,,0.0,day,1,713
Adele,dead,-3,-3.0,death,2,473
Adele,dear,2,6.0,love/tender,3,336
Adele,dear,2,4.0,love/tender,2,474
Adele,death,-2,-4.0,death,2,475
Adele,decide,,0.0,,2,476
Adele,deep,,0.0,,23,16
Adele,deepest,,0.0,,4,242
Adele,defeated,,0.0,,3,337
Adele,delicate,,0.0,,1,714
Adele,depths,,0.0,,1,715
Adele,describe,,0.0,,1,716
Adele,desert,,0.0,,4,243
Adele,despair,-3,-3.0,,2,477
Adele,desperate,-3,-6.0,,2,478
Adele,desperately,-3,-3.0,,1,717
Adele,despite,,0.0,,1,718
Adele,devotion,,0.0,,7,119
Adele,died,-3,-3.0,,1,719
Adele,difference,,0.0,,1,720
Adele,dignity,,0.0,,1,721
Adele,dirty,-2,-8.0,,4,244
Adele,dirty,-2,-4.0,,2,479
Adele,dirty,-2,-2.0,,1,722
Adele,disappear,-1,-3.0,,3,338
Adele,distance,,0.0,,1,723
Adele,dollar,,0.0,money,2,480
Adele,door,,0.0,,8,95
Adele,doors,,0.0,,1,724
Adele,doorstep,,0.0,,2,481
Adele,double,,0.0,,1,725
Adele,doubt,-1,-1.0,,4,245
Adele,doubts,-1,-6.0,,6,144
Adele,doubts,-1,-2.0,,2,482
Adele,drags,-1,-2.0,,2,483
Adele,dream,1,2.0,dream,4,246
Adele,dream,1,1.0,dream,1,726
Adele,dreaming,,0.0,dream,2,484
Adele,dreamt,,0.0,,2,485
Adele,drift,,0.0,,2,486
Adele,dropped,,0.0,,1,727
Adele,dropper,,0.0,,2,487
Adele,drops,,0.0,,1,728
Adele,drown,-2,-6.0,,3,339
Adele,drowned,-2,-4.0,,2,488
Adele,drum,,0.0,,2,489
Adele,dry,,0.0,,2,490
Adele,dust,,0.0,,7,120
Adele,eager,2,2.0,,1,729
Adele,ear,,0.0,,1,730
Adele,earn,,0.0,,2,491
Adele,earth,,0.0,,3,340
Adele,easily,,0.0,,1,731
Adele,easy,,0.0,,8,96
Adele,ego,,0.0,,1,732
Adele,embrace,1,2.0,,2,492
Adele,emptiness,,0.0,,3,341
Adele,empty,,0.0,,3,342
Adele,endless,,0.0,,1,733
Adele,ends,,0.0,,4,247
Adele,erased,,0.0,,1,734
Adele,eternally,,0.0,,2,493
Adele,evening,,0.0,,2,494
Adele,everlasting,,0.0,,2,495
Adele,exactly,,0.0,,6,145
Adele,exception,,0.0,,1,735
Adele,excitement,3,9.0,,3,343
Adele,excusing,,0.0,,2,496
Adele,explosion,,0.0,,3,344
Adele,eye,,0.0,part of body,23,17
Adele,face,,0.0,part of body,32,7
Adele,fact,,0.0,,5,194
Adele,fail,-2,-2.0,,1,736
Adele,fake,-3,-6.0,,2,497
Adele,faked,,0.0,,3,345
Adele,fall,,0.0,,36,4
Adele,falling,-1,-1.0,,2,498
Adele,fault,,0.0,,2,499
Adele,favorite,2,2.0,,1,737
Adele,favoritism,,0.0,,2,500
Adele,fear,-2,-6.0,suffering,3,346
Adele,fear,-2,-2.0,suffering,1,738
Adele,fed,,0.0,,5,195
Adele,feel,1,10.0,sentiment,10,72
Adele,feel,1,2.0,sentiment,8,97
Adele,feel,1,4.0,sentiment,8,98
Adele,feel,1,7.0,sentiment,7,121
Adele,feel,1,5.0,sentiment,5,196
Adele,feel,1,1.0,sentiment,4,248
Adele,feel,1,3.0,sentiment,3,347
Adele,feeling,1,1.0,sentiment,4,249
Adele,feeling,1,2.0,sentiment,4,250
Adele,feeling,1,3.0,sentiment,3,348
Adele,feels,,0.0,sentiment,5,197
Adele,feet,,0.0,,7,122
Adele,fell,,0.0,,3,349
Adele,felt,,0.0,,7,123
Adele,fever,,0.0,,3,350
Adele,fickle,,0.0,,3,351
Adele,fight,-1,-2.0,,4,251
Adele,fight,-1,-1.0,,1,739
Adele,fighting,,0.0,,3,352
Adele,figure,,0.0,,2,501
Adele,fill,,0.0,,3,353
Adele,filler,,0.0,,2,502
Adele,filling,,0.0,,6,146
Adele,fills,,0.0,,2,503
Adele,final,,0.0,,2,504
Adele,finally,,0.0,,8,99
Adele,find,,0.0,,27,11
Adele,finding,,0.0,,1,740
Adele,fine,2,2.0,,1,741
Adele,fingertips,,0.0,,2,505
Adele,finish,,0.0,,1,742
Adele,fire,-2,-8.0,fire,4,252
Adele,fire,-2,-4.0,fire,2,506
Adele,fire,-2,-2.0,fire,1,743
Adele,firm,,0.0,,1,744
Adele,flashing,,0.0,,2,507
Adele,flie,,0.0,,1,745
Adele,floor,,0.0,,12,51
Adele,floors,,0.0,,1,746
Adele,fly,,0.0,,3,354
Adele,fonder,,0.0,,2,508
Adele,fool,-2,-6.0,,6,147
Adele,fool,-2,-8.0,,4,253
Adele,fool,-2,-4.0,,2,509
Adele,fool,-2,-2.0,,1,747
Adele,forever,,0.0,,3,355
Adele,forget,-1,-4.0,,4,254
Adele,forget,-1,-2.0,,2,510
Adele,forgive,,0.0,,6,148
Adele,forgiven,,0.0,,4,255
Adele,forgiveness,,0.0,,1,748
Adele,forgotten,-1,-1.0,,1,749
Adele,forty,,0.0,,2,511
Adele,free,1,2.0,freedom,6,149
Adele,free,1,1.0,freedom,5,198
Adele,free,1,4.0,freedom,4,256
Adele,freeze,,0.0,,1,750
Adele,fresh,1,3.0,,3,356
Adele,friend,,0.0,people,7,124
Adele,front,,0.0,,4,257
Adele,frozen,,0.0,,3,357
Adele,fun,4,8.0,,4,258
Adele,funny,4,8.0,,2,512
Adele,future,,0.0,,2,513
Adele,game,,0.0,,50,3
Adele,gently,,0.0,,6,150
Adele,ghost,-1,-1.0,,1,751
Adele,ghosts,,0.0,,8,100
Adele,girl,,0.0,people,4,259
Adele,glad,3,6.0,,2,514
Adele,glory,,0.0,,4,260
Adele,god,1,2.0,God/Christ,4,261
Adele,god,1,3.0,God/Christ,3,358
Adele,gold,,0.0,,1,752
Adele,golden,,0.0,,6,151
Adele,goodbye,,0.0,,7,125
Adele,government,,0.0,,1,753
Adele,grace,1,5.0,,5,199
Adele,gravity,,0.0,,2,515
Adele,great,3,6.0,,2,516
Adele,great,3,3.0,,1,754
Adele,greatest,3,6.0,,2,517
Adele,grew,,0.0,,2,518
Adele,groove,,0.0,,1,755
Adele,ground,,0.0,,1,756
Adele,grow,,0.0,,7,126
Adele,growing,1,2.0,,2,519
Adele,guess,,0.0,,3,359
Adele,guessing,,0.0,,1,757
Adele,guitar,,0.0,,2,520
Adele,half,,0.0,,1,758
Adele,hand,,0.0,part of body,22,18
Adele,handle,,0.0,,1,759
Adele,hang,,0.0,,1,760
Adele,happened,,0.0,,3,360
Adele,happy,3,3.0,sentiment,1,761
Adele,hard,-1,-4.0,,4,262
Adele,hard,-1,-1.0,,4,263
Adele,hard,-1,-3.0,,3,361
Adele,hard,-1,-2.0,,2,521
Adele,harder,,0.0,,7,127
Adele,hardest,,0.0,,2,522
Adele,harm,-2,-2.0,,1,762
Adele,hastiness,,0.0,,2,523
Adele,hate,-3,-9.0,hate,3,362
Adele,hate,-3,-6.0,hate,2,524
Adele,haunted,-2,-2.0,,1,763
Adele,haze,,0.0,,1,764
Adele,head,,0.0,part of body,21,22
Adele,heading,,0.0,,3,363
Adele,heal,,0.0,,6,152
Adele,healing,,0.0,,2,525
Adele,hear,,0.0,,15,38
