artist_name;song_title
Elvis Presley;(It's A) Long Lonely Highway
Elvis Presley;(Let Me Be Your) Teddy Bear
Elvis Presley;(Marie's The Name Of) His Latest Flame
Elvis Presley;(Now And Then There's) A Fool Such As I
Elvis Presley;(Such An) Easy Question
Elvis Presley;(That's What You Get) For Lovin' Me
Elvis Presley;(There'll Be) Peace In The Valley
Elvis Presley;(There'll Be) Peace In The Valley (For Me)
Elvis Presley;(You're So Square) Baby I Don't Care
Elvis Presley;(You're The) Devil In Disguise
Elvis Presley;A Big Hunk O' Love
Elvis Presley;A Boy Like Me, A Girl Like You
Elvis Presley;A Dog's Life
Elvis Presley;A House That Has Everything
Elvis Presley;A Little Bit Of Green
Elvis Presley;A Little Less Conversation
Elvis Presley;A Little Less Conversation (JXL Radio Edit Remix)
Elvis Presley;A Mess Of Blues
Elvis Presley;A Thing Called Love
Elvis Presley;A World Of Our Own
Elvis Presley;Adam And Evil
Elvis Presley;After Loving You
Elvis Presley;Ain't That Loving You Baby
Elvis Presley;All I Needed Was The Rain
Elvis Presley;All Shook Up
Elvis Presley;All That I Am
Elvis Presley;Almost
Elvis Presley;Almost Always True
Elvis Presley;Almost In Love
Elvis Presley;Aloha Oe
Elvis Presley;Always On My Mind
Elvis Presley;Am I Ready
Elvis Presley;Amazing Grace
Elvis Presley;An American Trilogy
Elvis Presley;An American Trilogy
Elvis Presley;An American Trilogy
Elvis Presley;An American Trilogy
Elvis Presley;An Evening Prayer
Elvis Presley;And I Love You So
Elvis Presley;And The Grass Won't Pay No Mind
Elvis Presley;Angel
Elvis Presley;Animal Instinct
Elvis Presley;Any Day Now
Elvis Presley;Any Way You Want Me (That's How I Will Be)
Elvis Presley;Anyone ( Could Fall In Love With You )
Elvis Presley;Anyplace Is Paradise
Elvis Presley;Anything That's Part Of You
Elvis Presley;Are You Lonesome Tonight?
Elvis Presley;Are You Sincere
Elvis Presley;As Long As I Have You
Elvis Presley;Ask Me
Elvis Presley;Baby, If You'll Give Me All Of Your Love
Elvis Presley;Baby, Let's Play House
Elvis Presley;Baby, What You Want Me To Do
Elvis Presley;Barefoot Ballad
Elvis Presley;Beach Boy Blues
Elvis Presley;Beach Shack
Elvis Presley;Because Of Love
Elvis Presley;Beginner's Luck
Elvis Presley;Beyond The Bend
Elvis Presley;Big Boots
Elvis Presley;Big Boss Man
Elvis Presley;Big Love, Big Heartache
Elvis Presley;Bitter They Are, Harder They Fall
Elvis Presley;Blue Christmas
Elvis Presley;Blue Eyes Crying In The Rain
Elvis Presley;Blue Hawaii
Elvis Presley;Blue Moon
Elvis Presley;Blue Moon Of Kentucky
Elvis Presley;Blue River
Elvis Presley;Blue Suede Shoes
Elvis Presley;Blue Suede Shoes
