artist_name;song_title
Johnny Cash;'Cause I Love You
Johnny Cash;(Ghost) Riders In The Sky
Johnny Cash;(I Heard That) Lonesome Whistle
Johnny Cash;(I'm Just An) Old Chunk Of Coal
Johnny Cash;(I'm Proud) The Baby Is Mine
Johnny Cash;25 Minutes To Go
Johnny Cash;A Boy Named Sue
Johnny Cash;A Certain Kinda Hurtin'
Johnny Cash;A Croft In Clachan (The Ballad Of Rob Macdunn)
Johnny Cash;A Legend In My Time
Johnny Cash;A Letter From Home
Johnny Cash;A Proud Land
Johnny Cash;A Satisfied Mind
Johnny Cash;A Thing Called Love
Johnny Cash;A Wednesday Car
Johnny Cash;A Wound Time Can't Erase
Johnny Cash;Abner Brown
Johnny Cash;Accidentally On Purpose
Johnny Cash;Adios Aloha
Johnny Cash;After All
Johnny Cash;After Taxes
Johnny Cash;After The Ball
Johnny Cash;Ah Bos Cee Dah
Johnny Cash;Ain't Gonna Hobo No More
Johnny Cash;Ain't No Grave (Gonna Hold This Body Down)
Johnny Cash;Ain't You Ashamed
Johnny Cash;All Around Cowboy
Johnny Cash;All I Do Is Drive
Johnny Cash;All Of God's Children Ain't Free
Johnny Cash;All Over Again
Johnny Cash;Allegheny
Johnny Cash;Aloha Oe
Johnny Cash;Always Alone
Johnny Cash;Amazing Grace
Johnny Cash;Amen
Johnny Cash;American By Birth
Johnny Cash;An Old Fashioned Tree
Johnny Cash;Ancient History
Johnny Cash;Angel And The Badman
Johnny Cash;Another Man Done Gone
Johnny Cash;Another Song To Sing
Johnny Cash;Another Wide River To Cross
Johnny Cash;Any Old Wind That Blows
Johnny Cash;Apache Tears
Johnny Cash;Are All The Children In
Johnny Cash;As Long As I Live
Johnny Cash;As Long As The Grass Shall Grow
Johnny Cash;At Cavalry
Johnny Cash;At The Cross
Johnny Cash;At The Wailing Wall
Johnny Cash;Austin Prison
Johnny Cash;Away In A Manger
Johnny Cash;Baby Ride Easy
Johnny Cash;Backstage Pass
Johnny Cash;Bad News
Johnny Cash;Ballad Of A Teenage Queen
Johnny Cash;Ballad Of Barbara
Johnny Cash;Ballad Of Forty Dollars
Johnny Cash;Ballad Of The Ark
Johnny Cash;Ballad Of The Harp Weaver
Johnny Cash;Beans For Breakfast
Johnny Cash;Beautiful Words
Johnny Cash;Before My Time
Johnny Cash;Begin West Movement
Johnny Cash;Belshazzar
Johnny Cash;Best Friend
Johnny Cash;Big Foot
Johnny Cash;Big River
Johnny Cash;Bird On A Wire
Johnny Cash;Blistered
Johnny Cash;Blue Christmas
Johnny Cash;Blue Suede Shoes
Johnny Cash;Blue Train
Johnny Cash;Boa Constrictor
Johnny Cash;Bonanza
Johnny Cash;Borderline
Johnny Cash;Born To Lose
Johnny Cash;Boss Jack
Johnny Cash;Bottom Of The Mountain
Johnny Cash;Brakeman's Blues
Johnny Cash;Brand New Dance
Johnny Cash;Bridge Over Troubled Water
Johnny Cash;Broken Freedom Song
Johnny Cash;Bull Rider
Johnny Cash;Bury Me Not On The Lone Prairie
Johnny Cash;Busted
Johnny Cash;Cajun Born
Johnny Cash;Calilou
Johnny Cash;Call Daddy From The Mines
Johnny Cash;Call Me The Breeze
Johnny Cash;Call Of The Wild
Johnny Cash;Call Your Mother
Johnny Cash;Can't Help But Wonder Where I'm Bound
Johnny Cash;Casey Jones
Johnny Cash;Casey's Last Ride
Johnny Cash;Cat's In The Cradle
Johnny Cash;Ceiling, Four Walls And A Floor
Johnny Cash;Chain Gang
Johnny Cash;Chattanooga City Limit Sign
Johnny Cash;Children Go Where I Send Thee
Johnny Cash;Christmas As I Knew It
Johnny Cash;Christmas Time's A-Coming
Johnny Cash;Christmas With You
Johnny Cash;Church Of The Holy Sepulchre
Johnny Cash;Cindy I Love You
Johnny Cash;Cisco Clifton's Filling Station
Johnny Cash;City Jail
Johnny Cash;City Of New Orleans
Johnny Cash;Clean Your Own Tables
Johnny Cash;Clementine
Johnny Cash;Close The Door Lightly When You Go
Johnny Cash;Closing Medley
Johnny Cash;Cocaine Blues
Johnny Cash;Cocaine Carolina
Johnny Cash;Cold Lonesome Morning
Johnny Cash;Cold Shoulder
Johnny Cash;Cold, Cold Heart
Johnny Cash;Come Along And Ride This Train
Johnny Cash;Come In Stranger
Johnny Cash;Come Take A Trip On My Airship
Johnny Cash;Come To The Wailing Wall
Johnny Cash;Committed To Parkview
Johnny Cash;Cool Water
Johnny Cash;Cotton Pickin' Hands
Johnny Cash;Country Boy
Johnny Cash;Country Trash
Johnny Cash;Cry, Cry, Cry
Johnny Cash;Crystal Chandeliers And Burgundy
Johnny Cash;Cup Of Coffee
Johnny Cash;Custer
Johnny Cash;Daddy Sang Bass
Johnny Cash;Danny Boy
Johnny Cash;Danny Boy
Johnny Cash;Dark As A Dungeon
Johnny Cash;Darlin' Companion
Johnny Cash;Daughter Of A Railroad Man
Johnny Cash;Dear Mrs.
Johnny Cash;Delia's Gone
Johnny Cash;Desperado
Johnny Cash;Destination Victoria Station
Johnny Cash;Devil To Pay
Johnny Cash;Dinosaur Song
Johnny Cash;Dirty Old Egg-Suckin' Dog
Johnny Cash;Do Lord
Johnny Cash;Doin' My Time
Johnny Cash;Don't Go Near The Water
Johnny Cash;Don't Make Me Go
Johnny Cash;Don't Step On Mother's Roses
Johnny Cash;Don't Take Your Guns To Town
Johnny Cash;Don't Think Twice, It's All Right
Johnny Cash;Don't You Think It's Come Our Time
Johnny Cash;Dorraine Of Ponchartrain
Johnny Cash;Down At Drippin' Springs
Johnny Cash;Down The Road I Go
Johnny Cash;Down The Street To 301
Johnny Cash;Down There By The Train
Johnny Cash;Drink To Me
Johnny Cash;Drive On
Johnny Cash;Drums
Johnny Cash;Easy Street
Johnny Cash;Engine 143
Johnny Cash;Even Cowgirls Get The Blues
Johnny Cash;Everybody Loves A Nut
Johnny Cash;Face Of Despair
Johnny Cash;Fair Weather Friends
Johnny Cash;Family Bible
Johnny Cash;Far Side Banks Of Jordan
Johnny Cash;Farmer's Almanac
Johnny Cash;Farther Along
Johnny Cash;Fast Boat To Sydney
Johnny Cash;Father And Daughter (Father And Son)
Johnny Cash;Field Of Diamonds
Johnny Cash;Figgy Pudding
Johnny Cash;First Time Ever I Saw Your Face
Johnny Cash;Fishers Of Men
Johnny Cash;Five Feet High And Rising
Johnny Cash;Flesh And Blood
Johnny Cash;Flushed From The Bathroom Of Your Heart
Johnny Cash;Folk Singer
Johnny Cash;Folks Out On The Road
Johnny Cash;Folsom Prison Blues
Johnny Cash;Fool's Hall Of Fame
Johnny Cash;For Lovin' Me
Johnny Cash;For The Good Times
Johnny Cash;Forty Shades Of Green
Johnny Cash;Four Strong Winds
Johnny Cash;Frankie's Man Johnny
Johnny Cash;From Sea To Shining Sea
Johnny Cash;Further On Up The Road
Johnny Cash;Galway Bay
Johnny Cash;Georgia On A Fast Train
Johnny Cash;Get Rhythm
Johnny Cash;Gettysburg Address
